#,Peptide,Score,Prediction results,Hemolysis Conc (ug/ml),Hemolysis 
7012,"car_6915",0.045785606,No,50.0,No
7013,"car_6916",0.015379131,No,50.0,No
7014,"car_6917",0.042863846,No,50.0,No
7015,"car_6918",0.04593867,No,50.0,No
7016,"car_6919",0.031077981,No,50.0,No
7017,"car_6920",0.114111215,No,50.0,No
7018,"car_6921",0.6534549,Yes,50.0,No
7019,"car_6922",0.056481242,No,50.0,No
7020,"car_6923",0.2229557,No,50.0,No
7021,"car_6924",0.051495105,No,50.0,No
7022,"car_6925",0.22906151,No,50.0,No
7023,"car_6926",0.02225694,No,50.0,No
7024,"car_6927",0.010115236,No,50.0,Yes
7025,"car_6928",0.5228667,Yes,50.0,No
7026,"car_6929",0.12866274,No,50.0,No
7027,"car_6930",0.028977811,No,50.0,No
7028,"car_6931",0.015951782,No,50.0,No
7029,"car_6932",0.07820541,No,50.0,No
7030,"car_6933",0.04677108,No,50.0,No
7031,"car_6934",0.0017676055,No,50.0,Yes
7032,"car_6935",0.42145962,No,50.0,No
7033,"car_6936",0.6683158,Yes,50.0,No
7034,"car_6937",0.10510942,No,50.0,No
7035,"car_6938",0.0147616565,No,50.0,No
7036,"car_6939",0.028940558,No,50.0,No
7037,"car_6940",0.22860682,No,50.0,No
7038,"car_6941",0.049548686,No,50.0,No
7039,"car_6942",0.6410255,Yes,50.0,Yes
7040,"car_6943",0.047169447,No,50.0,No
7041,"car_6944",0.03198144,No,50.0,No
7042,"car_6945",0.071151346,No,50.0,No
7043,"car_6946",0.04677838,No,50.0,No
7044,"car_6947",0.105731905,No,50.0,Yes
7045,"car_6948",0.15407181,No,50.0,No
7046,"car_6949",0.35080975,No,50.0,No
7047,"car_6950",0.9401083,Yes,50.0,No
7048,"car_6951",0.14590612,No,50.0,No
7049,"car_6952",0.010410935,No,50.0,No
7050,"car_6953",0.7670832,Yes,50.0,No
7051,"car_6954",0.05079338,No,50.0,No
7052,"car_6955",0.06723747,No,50.0,No
7053,"car_6956",0.8135822,Yes,50.0,Yes
7054,"car_6957",0.05150667,No,50.0,No
7055,"car_6958",0.40793282,No,50.0,No
7056,"car_6959",0.123063445,No,50.0,No
7057,"car_6960",0.11027974,No,50.0,No
7058,"car_6961",0.122164726,No,50.0,No
7059,"car_6962",0.04307103,No,50.0,No
7060,"car_6963",0.278226,No,50.0,No
7061,"car_6964",0.055211663,No,50.0,No
7062,"car_6965",0.019084364,No,50.0,No
7063,"car_6966",0.1960887,No,50.0,No
7064,"car_6967",0.08147475,No,50.0,No
7065,"car_6968",0.46134,No,50.0,No
7066,"car_6969",0.0015026331,No,50.0,No
7067,"car_6970",0.023838848,No,50.0,No
7068,"car_6971",0.4135543,No,50.0,Yes
7069,"car_6972",0.052640617,No,50.0,No
7070,"car_6973",0.18368173,No,50.0,No
7071,"car_6974",0.022812098,No,50.0,No
7072,"car_6975",0.035656333,No,50.0,Yes
7073,"car_6976",0.017850846,No,50.0,No
7074,"car_6977",0.034534335,No,50.0,No
7075,"car_6978",0.16933611,No,50.0,No
7076,"car_6979",0.019631594,No,50.0,No
7077,"car_6980",0.0005636513,No,50.0,No
7078,"car_6981",0.023170918,No,50.0,No
7079,"car_6982",0.018055737,No,50.0,No
7080,"car_6983",0.028216392,No,50.0,No
7081,"car_6984",0.26870653,No,50.0,No
7082,"car_6985",0.006844312,No,50.0,No
7083,"car_6986",0.22139823,No,50.0,No
7084,"car_6987",0.023231596,No,50.0,No
7085,"car_6988",0.025981873,No,50.0,No
7086,"car_6989",0.0068999827,No,50.0,No
7087,"car_6990",0.06474969,No,50.0,No
7088,"car_6991",0.057032973,No,50.0,No
7089,"car_6992",0.036622107,No,50.0,No
7090,"car_6993",0.005289942,No,50.0,No
7091,"car_6994",0.14163205,No,50.0,No
7092,"car_6995",0.023960322,No,50.0,No
7093,"car_6996",0.047896475,No,50.0,No
7094,"car_6997",0.079247266,No,50.0,No
7095,"car_6998",0.021368474,No,50.0,No
7096,"car_6999",0.8343019,Yes,50.0,Yes
7097,"car_7000",0.1938872,No,50.0,No
7098,"car_7001",0.025617242,No,50.0,No
7099,"car_7002",0.056192666,No,50.0,No
7100,"car_7003",0.24873355,No,50.0,No
7101,"car_7004",0.029115558,No,50.0,No
7102,"car_7005",0.06436658,No,50.0,No
7103,"car_7006",0.00011179193,No,50.0,No
7104,"car_7007",0.07797,No,50.0,No
7105,"car_7008",0.009700358,No,50.0,No
7106,"car_7009",0.03570026,No,50.0,No
7107,"car_7010",0.04981613,No,50.0,No
7108,"car_7011",0.01945144,No,50.0,No
7109,"car_7012",0.026923716,No,50.0,No
7110,"car_7013",0.051760584,No,50.0,No
7111,"car_7014",0.00041353703,No,50.0,No
7112,"car_7015",0.0018264055,No,50.0,No
7113,"car_7016",0.32870424,No,50.0,No
7114,"car_7017",0.23352364,No,50.0,No
7115,"car_7018",0.08725253,No,50.0,No
7116,"car_7019",0.0024691224,No,50.0,No
7117,"car_7020",0.11072689,No,50.0,No
7118,"car_7021",0.2407766,No,50.0,No
7119,"car_7022",0.049123675,No,50.0,No
7120,"car_7023",0.008037269,No,50.0,No
7121,"car_7024",0.15815377,No,50.0,No
7122,"car_7025",0.0030187368,No,50.0,No
7123,"car_7026",0.050733298,No,50.0,No
7124,"car_7027",0.29013234,No,50.0,No
7125,"car_7028",0.02140528,No,50.0,No
7126,"car_7029",0.049259603,No,50.0,No
7127,"car_7030",0.04201719,No,50.0,No
7128,"car_7031",0.816833,Yes,50.0,No
7129,"car_7032",0.015475154,No,50.0,No
7130,"car_7033",0.05954185,No,50.0,No
7131,"car_7034",0.2994117,No,50.0,No
7132,"car_7035",0.06806955,No,50.0,No
7133,"car_7036",0.10544315,No,50.0,No
7134,"car_7037",0.14444256,No,50.0,No
7135,"car_7038",0.10958296,No,50.0,No
7136,"car_7039",0.07901454,No,50.0,No
7137,"car_7040",0.05851972,No,50.0,No
7138,"car_7041",0.22654253,No,50.0,No
7139,"car_7042",0.12288427,No,50.0,No
7140,"car_7043",0.005417973,No,50.0,No
7141,"car_7044",0.060729146,No,50.0,No
7142,"car_7045",0.07863867,No,50.0,No
7143,"car_7046",0.087717116,No,50.0,Yes
7144,"car_7047",0.06953573,No,50.0,No
7145,"car_7048",0.41480258,No,50.0,No
7146,"car_7049",0.026377618,No,50.0,No
7147,"car_7050",0.15088212,No,50.0,No
7148,"car_7051",0.017791957,No,50.0,No
7149,"car_7052",0.17176035,No,50.0,No
7150,"car_7053",0.01659751,No,50.0,No
7151,"car_7054",0.046861053,No,50.0,No
7152,"car_7055",0.059788138,No,50.0,No
7153,"car_7056",0.030580431,No,50.0,No
7154,"car_7057",0.15928847,No,50.0,No
7155,"car_7058",0.093003154,No,50.0,No
7156,"car_7059",0.32608798,No,50.0,No
7157,"car_7060",0.056077898,No,50.0,No
7158,"car_7061",0.15189216,No,50.0,No
7159,"car_7062",0.1580514,No,50.0,No
7160,"car_7063",0.00040113926,No,50.0,No
7161,"car_7064",0.033879936,No,50.0,No
7162,"car_7065",0.02979818,No,50.0,No
7163,"car_7066",0.009757251,No,50.0,No
7164,"car_7067",0.03037411,No,50.0,No
7165,"car_7068",0.22915596,No,50.0,No
7166,"car_7069",0.048437834,No,50.0,No
7167,"car_7070",0.35072577,No,50.0,No
7168,"car_7071",0.05426237,No,50.0,No
7169,"car_7072",0.014469296,No,50.0,No
7170,"car_7073",0.0392254,No,50.0,No
7171,"car_7074",0.21767694,No,50.0,No
7172,"car_7075",0.005032748,No,50.0,No
7173,"car_7076",0.79186034,Yes,50.0,No
7174,"car_7077",0.019611359,No,50.0,No
7175,"car_7078",0.049392104,No,50.0,No
7176,"car_7079",0.19628459,No,50.0,No
7177,"car_7080",0.2459659,No,50.0,No
7178,"car_7081",0.09558359,No,50.0,No
7179,"car_7082",0.0020487607,No,50.0,No
7180,"car_7083",0.10518703,No,50.0,No
7181,"car_7084",0.039616287,No,50.0,No
7182,"car_7085",0.0272775,No,50.0,No
7183,"car_7086",0.060308218,No,50.0,No
7184,"car_7087",0.43378147,No,50.0,No
7185,"car_7088",0.05741018,No,50.0,No
7186,"car_7089_1_49",0.080456555,No,50.0,No
7187,"car_7089_26_60",0.01774785,No,50.0,No
7188,"car_7089_51_60",0.0796437,No,50.0,No
7189,"car_7090",0.8790546,Yes,50.0,No
7190,"car_7091",0.020390183,No,50.0,Yes
7191,"car_7092",0.24687049,No,50.0,No
7192,"car_7093",0.0002745986,No,50.0,No
7193,"car_7094",0.029021978,No,50.0,No
7194,"car_7095",0.036912054,No,50.0,No
7195,"car_7096",0.3915985,No,50.0,No
7196,"car_7097",0.23416844,No,50.0,No
7197,"car_7098",0.06787321,No,50.0,No
7198,"car_7099",0.1223945,No,50.0,No
7199,"car_7100",0.030277342,No,50.0,No
7200,"car_7101",0.85468066,Yes,50.0,No
7201,"car_7102",0.01632902,No,50.0,Yes
7202,"car_7103",0.0038188994,No,50.0,No
7203,"car_7104",0.31090385,No,50.0,No
7204,"car_7105",0.037278086,No,50.0,No
7205,"car_7106",0.0009455681,No,50.0,No
7206,"car_7107",0.10075995,No,50.0,No
7207,"car_7108",0.23598653,No,50.0,Yes
7208,"car_7109",0.08988887,No,50.0,No
7209,"car_7110",0.014666885,No,50.0,No
7210,"car_7111",0.21955496,No,50.0,No
7211,"car_7112",0.5384963,Yes,50.0,No
7212,"car_7113",0.40316388,No,50.0,No
7213,"car_7114",0.038526952,No,50.0,No
7214,"car_7115",0.004043758,No,50.0,No
7215,"car_7116",0.24092644,No,50.0,No
7216,"car_7117",0.02970466,No,50.0,No
7217,"car_7118",0.036961973,No,50.0,No
7218,"car_7119",0.051642388,No,50.0,No
7219,"car_7120",0.12682202,No,50.0,No
7220,"car_7121",0.47200805,No,50.0,No
7221,"car_7122",0.070673525,No,50.0,No
7222,"car_7123",0.042880416,No,50.0,No
7223,"car_7124",0.026787937,No,50.0,No
7224,"car_7125",0.2453705,No,50.0,No
7225,"car_7126",0.054182798,No,50.0,No
7226,"car_7127",0.2430926,No,50.0,No
7227,"car_7128",0.013152927,No,50.0,No
7228,"car_7129",0.028663814,No,50.0,No
7229,"car_7130",0.0017729998,No,50.0,No
7230,"car_7131",0.06056851,No,50.0,No
7231,"car_7132",0.32557797,No,50.0,No
7232,"car_7133",0.0130648315,No,50.0,No
7233,"car_7134",0.9043186,Yes,50.0,No
7234,"car_7135",0.0003812909,No,50.0,No
7235,"car_7136",0.11190215,No,50.0,No
7236,"car_7137",0.36041784,No,50.0,No
7237,"car_7138",0.07983467,No,50.0,No
7238,"car_7139",0.14914912,No,50.0,No
7239,"car_7140",0.029201299,No,50.0,No
7240,"car_7141",0.02087161,No,50.0,No
7241,"car_7142",0.0060221255,No,50.0,No
7242,"car_7143",0.010387212,No,50.0,No
7243,"car_7144",0.9218086,Yes,50.0,Yes
7244,"car_7145",0.05402997,No,50.0,No
7245,"car_7146",0.97609836,Yes,50.0,No
7246,"car_7147",0.026361167,No,50.0,Yes
7247,"car_7148",0.059624672,No,50.0,No
7248,"car_7149",0.9550997,Yes,50.0,Yes
7249,"car_7150",0.037277937,No,50.0,No
7250,"car_7151",0.014377445,No,50.0,No
7251,"car_7152",0.038372725,No,50.0,No
7252,"car_7153",0.00068315864,No,50.0,No
7253,"car_7154",0.24951467,No,50.0,No
7254,"car_7155",0.7386294,Yes,50.0,No
7255,"car_7156",0.004922539,No,50.0,No
7256,"car_7157",0.039440602,No,50.0,No
7257,"car_7158",0.029834658,No,50.0,No
7258,"car_7159",0.023737848,No,50.0,No
7259,"car_7160",0.1404145,No,50.0,No
7260,"car_7161",0.73287934,Yes,50.0,No
7261,"car_7162",0.093061686,No,50.0,No
7262,"car_7163",0.5495658,Yes,50.0,Yes
7263,"car_7164",0.42826283,No,50.0,No
7264,"car_7165",0.39851397,No,50.0,No
7265,"car_7166",0.21241307,No,50.0,No
7266,"car_7167",0.17629832,No,50.0,No
7267,"car_7168",0.21873549,No,50.0,No
7268,"car_7169",0.060947627,No,50.0,No
7269,"car_7170",0.052446604,No,50.0,No
7270,"car_7171",0.037401617,No,50.0,No
7271,"car_7172",0.023393005,No,50.0,No
7272,"car_7173",0.39300066,No,50.0,No
7273,"car_7174",0.2584486,No,50.0,No
7274,"car_7175",0.008226842,No,50.0,No
7275,"car_7176",0.035823762,No,50.0,No
7276,"car_7177",0.001773715,No,50.0,No
7277,"car_7178",0.10265908,No,50.0,No
7278,"car_7179",0.02398631,No,50.0,No
7279,"car_7180",0.02660811,No,50.0,No
7280,"car_7181",0.5228956,Yes,50.0,No
7281,"car_7182",0.1643298,No,50.0,No
7282,"car_7183",0.07446146,No,50.0,No
7283,"car_7184",0.11137512,No,50.0,No
7284,"car_7185",0.053642184,No,50.0,No
7285,"car_7186",0.23217636,No,50.0,No
7286,"car_7187",0.042083144,No,50.0,Yes
7287,"car_7188",0.040461004,No,50.0,No
7288,"car_7189",0.5587332,Yes,50.0,No
7289,"car_7190",0.05243224,No,50.0,No
7290,"car_7191",0.9495066,Yes,50.0,No
7291,"car_7192",0.08904922,No,50.0,No
7292,"car_7193",0.06365171,No,50.0,No
7293,"car_7194",0.5684352,Yes,50.0,No
7294,"car_7195",0.024792492,No,50.0,No
7295,"car_7196",0.07505822,No,50.0,No
7296,"car_7197",0.06259492,No,50.0,No
7297,"car_7198",0.077673465,No,50.0,No
7298,"car_7199",0.046732754,No,50.0,No
7299,"car_7200",0.026496917,No,50.0,No
7300,"car_7201",0.03474441,No,50.0,Yes
7301,"car_7202",0.30517066,No,50.0,Yes
7302,"car_7203",0.068531245,No,50.0,No
7303,"car_7204",0.017487913,No,50.0,No
7304,"car_7205",0.042679787,No,50.0,No
7305,"car_7206",0.045789152,No,50.0,Yes
7306,"car_7207",0.14956626,No,50.0,No
7307,"car_7208",0.024051934,No,50.0,No
7308,"car_7209",0.84097385,Yes,50.0,No
7309,"car_7210",0.2773243,No,50.0,No
7310,"car_7211",0.3594302,No,50.0,No
7311,"car_7212",0.028107464,No,50.0,No
7312,"car_7213",0.11679426,No,50.0,No
7313,"car_7214",0.10475272,No,50.0,No
7314,"car_7215",0.06701389,No,50.0,No
7315,"car_7216",0.0025203228,No,50.0,No
7316,"car_7217",0.0061064363,No,50.0,No
7317,"car_7218",0.031064183,No,50.0,No
7318,"car_7219",0.06367645,No,50.0,No
7319,"car_7220",0.024840772,No,50.0,No
7320,"car_7221",0.080017924,No,50.0,No
7321,"car_7222",0.07999301,No,50.0,No
7322,"car_7223",0.1057384,No,50.0,No
7323,"car_7224",0.3859704,No,50.0,No
7324,"car_7225",0.4411589,No,50.0,No
7325,"car_7226",0.9135808,Yes,50.0,Yes
7326,"car_7227",0.018929899,No,50.0,No
7327,"car_7228",0.042131007,No,50.0,No
7328,"car_7229",0.15955251,No,50.0,No
7329,"car_7230",0.02564007,No,50.0,No
7330,"car_7231",0.0139448345,No,50.0,No
7331,"car_7232",0.49099076,No,50.0,No
7332,"car_7233",0.070400804,No,50.0,No
7333,"car_7234",0.034046978,No,50.0,No
7334,"car_7235_1_49",0.00015452504,No,50.0,No
7335,"car_7235_26_54",0.00023388863,No,50.0,No
7336,"car_7235_51_54",0.08590105,No,50.0,No
7337,"car_7236",0.089918196,No,50.0,No
7338,"car_7237",0.15504697,No,50.0,No
7339,"car_7238",0.1612041,No,50.0,No
7340,"car_7239",0.2046346,No,50.0,No
7341,"car_7240",0.00015926361,No,50.0,Yes
7342,"car_7241",0.22056001,No,50.0,No
7343,"car_7242",0.018507123,No,50.0,No
7344,"car_7243",0.095980376,No,50.0,No
7345,"car_7244",0.11128178,No,50.0,No
7346,"car_7245",0.05782044,No,50.0,No
7347,"car_7246",0.01827395,No,50.0,No
7348,"car_7247",0.3611464,No,50.0,No
7349,"car_7248",0.017196149,No,50.0,No
7350,"car_7249",0.012493402,No,50.0,No
7351,"car_7250",0.0021052659,No,50.0,No
7352,"car_7251",0.11318943,No,50.0,No
7353,"car_7252",0.5030279,Yes,50.0,No
7354,"car_7253",0.67091715,Yes,50.0,No
7355,"car_7254",0.052528888,No,50.0,No
7356,"car_7255",0.0054143667,No,50.0,No
7357,"car_7256",0.05748889,No,50.0,No
7358,"car_7257",0.025832385,No,50.0,No
7359,"car_7258",0.015308052,No,50.0,No
7360,"car_7259",0.037015855,No,50.0,No
7361,"car_7260",0.0075446367,No,50.0,No
7362,"car_7261",0.13255805,No,50.0,No
7363,"car_7262",0.03544587,No,50.0,No
7364,"car_7263",0.035953462,No,50.0,No
7365,"car_7264",0.17813164,No,50.0,No
7366,"car_7265",0.022577912,No,50.0,No
7367,"car_7266",0.14842278,No,50.0,No
7368,"car_7267",0.102158844,No,50.0,No
7369,"car_7268",0.030223548,No,50.0,No
7370,"car_7269",0.02519089,No,50.0,No
7371,"car_7270",0.07029548,No,50.0,No
7372,"car_7271",0.97686434,Yes,50.0,No
7373,"car_7272",0.07096818,No,50.0,No
7374,"car_7273",0.08158377,No,50.0,No
7375,"car_7274",0.20628211,No,50.0,No
7376,"car_7275",0.061284423,No,50.0,No
7377,"car_7276",0.066324204,No,50.0,No
7378,"car_7277",0.07869819,No,50.0,No
7379,"car_7278",0.080581844,No,50.0,No
7380,"car_7279",0.00013232231,No,50.0,No
7381,"car_7280",0.15895489,No,50.0,No
7382,"car_7281",0.73179305,Yes,50.0,No
7383,"car_7282",3.2297434e-05,No,50.0,No
7384,"car_7283",0.08658886,No,50.0,Yes
7385,"car_7284",0.06904101,No,50.0,No
7386,"car_7285",0.5494939,Yes,50.0,No
7387,"car_7286",0.47073516,No,50.0,Yes
7388,"car_7287",0.25208387,No,50.0,No
7389,"car_7288",0.032322854,No,50.0,No
7390,"car_7289",0.07146123,No,50.0,No
7391,"car_7290",0.091759205,No,50.0,No
7392,"car_7291",0.067824036,No,50.0,No
7393,"car_7292",0.027008861,No,50.0,No
7394,"car_7293",0.030835241,No,50.0,No
7395,"car_7294",0.8968934,Yes,50.0,No
7396,"car_7295",0.07556394,No,50.0,No
7397,"car_7296",0.19318184,No,50.0,No
7398,"car_7297",0.13705406,No,50.0,No
7399,"car_7298",0.058278084,No,50.0,No
7400,"car_7299",0.43348312,No,50.0,No
7401,"car_7300",0.059461683,No,50.0,No
7402,"car_7301",0.09901929,No,50.0,No
7403,"car_7302",0.04758498,No,50.0,No
7404,"car_7303",0.12225294,No,50.0,No
7405,"car_7304",0.30081874,No,50.0,No
7406,"car_7305",0.20151767,No,50.0,No
7407,"car_7306",0.08778092,No,50.0,No
7408,"car_7307",0.19104606,No,50.0,No
7409,"car_7308",0.0014286935,No,50.0,No
7410,"car_7309",0.0027004182,No,50.0,No
7411,"car_7310",0.102360666,No,50.0,No
7412,"car_7311",0.5616498,Yes,50.0,No
7413,"car_7312",0.69297516,Yes,50.0,No
7414,"car_7313",0.026394814,No,50.0,No
7415,"car_7314",0.26331136,No,50.0,No
7416,"car_7315",0.04416734,No,50.0,No
7417,"car_7316",0.026111603,No,50.0,No
7418,"car_7317",0.20157218,No,50.0,No
7419,"car_7318",0.016241789,No,50.0,No
7420,"car_7319",0.020415425,No,50.0,No
7421,"car_7320",0.1638695,No,50.0,No
7422,"car_7321",0.008651525,No,50.0,No
7423,"car_7322",0.16540346,No,50.0,No
7424,"car_7323",0.006272793,No,50.0,No
7425,"car_7324",0.27331942,No,50.0,No
7426,"car_7325",0.6318451,Yes,50.0,No
7427,"car_7326",0.16196847,No,50.0,No
7428,"car_7327",0.036696076,No,50.0,No
7429,"car_7328",0.11660269,No,50.0,No
7430,"car_7329",0.038802624,No,50.0,No
7431,"car_7330",0.03923881,No,50.0,No
7432,"car_7331",0.06427723,No,50.0,No
7433,"car_7332",0.07447371,No,50.0,No
7434,"car_7333",0.14649111,No,50.0,No
7435,"car_7334",0.45893675,No,50.0,Yes
7436,"car_7335",0.06125018,No,50.0,No
7437,"car_7336",0.22524187,No,50.0,No
7438,"car_7337",0.35897487,No,50.0,No
7439,"car_7338",0.004055679,No,50.0,No
7440,"car_7339",0.0002835393,No,50.0,No
7441,"car_7340_1_49",2.7361742e-07,No,50.0,No
7442,"car_7340_26_50",0.84592676,Yes,50.0,Yes
7443,"car_7341",0.11700636,No,50.0,No
7444,"car_7342",0.26768154,No,50.0,No
7445,"car_7343",0.43066728,No,50.0,No
7446,"car_7344",0.100257665,No,50.0,No
7447,"car_7345",0.12563705,No,50.0,No
7448,"car_7346",0.25325298,No,50.0,No
7449,"car_7347",0.010788292,No,50.0,No
7450,"car_7348",0.5270291,Yes,50.0,Yes
7451,"car_7349",0.04651904,No,50.0,No
7452,"car_7350",0.034617126,No,50.0,No
7453,"car_7351",0.04177457,No,50.0,No
7454,"car_7352",0.026866436,No,50.0,No
7455,"car_7353",0.23505184,No,50.0,No
7456,"car_7354",0.61889976,Yes,50.0,No
7457,"car_7355",0.015143424,No,50.0,No
7458,"car_7356",0.038303226,No,50.0,No
7459,"car_7357",0.1861369,No,50.0,No
7460,"car_7358",0.4496188,No,50.0,No
7461,"car_7359",0.04200068,No,50.0,No
7462,"car_7360",0.025808066,No,50.0,No
7463,"car_7361",0.056444854,No,50.0,No
7464,"car_7362",0.028341621,No,50.0,No
7465,"car_7363",0.6149689,Yes,50.0,No
7466,"car_7364",0.01409483,No,50.0,No
7467,"car_7365",0.13275713,No,50.0,No
7468,"car_7366",0.70183563,Yes,50.0,No
7469,"car_7367",0.03457582,No,50.0,No
7470,"car_7368",0.16761184,No,50.0,No
7471,"car_7369",0.08122063,No,50.0,No
7472,"car_7370",0.13064685,No,50.0,No
7473,"car_7371",0.069722325,No,50.0,No
7474,"car_7372",0.18678641,No,50.0,No
7475,"car_7373",0.5494459,Yes,50.0,No
7476,"car_7374",0.12198427,No,50.0,No
7477,"car_7375",0.0518561,No,50.0,No
7478,"car_7376",0.18318164,No,50.0,No
7479,"car_7377",0.011227727,No,50.0,No
7480,"car_7378",0.22687295,No,50.0,No
7481,"car_7379",0.4049921,No,50.0,No
7482,"car_7380",0.091199785,No,50.0,No
7483,"car_7381",0.09194374,No,50.0,No
7484,"car_7382",0.039616495,No,50.0,No
7485,"car_7383",0.010430992,No,50.0,No
7486,"car_7384",0.024852574,No,50.0,No
7487,"car_7385",0.7687345,Yes,50.0,Yes
7488,"car_7386",0.071364254,No,50.0,Yes
7489,"car_7387",0.10829359,No,50.0,No
7490,"car_7388",0.08062181,No,50.0,No
7491,"car_7389",0.02629,No,50.0,No
7492,"car_7390",0.71502554,Yes,50.0,No
7493,"car_7391",0.18518081,No,50.0,No
7494,"car_7392",0.01124844,No,50.0,No
7495,"car_7393",0.028113276,No,50.0,No
7496,"car_7394",0.07441187,No,50.0,No
7497,"car_7395",0.7484967,Yes,50.0,Yes
7498,"car_7396",0.011631638,No,50.0,No
7499,"car_7397",0.05779749,No,50.0,No
7500,"car_7398",0.7177095,Yes,50.0,Yes
7501,"car_7399",0.012838244,No,50.0,No
7502,"car_7400",0.14181653,No,50.0,No
7503,"car_7401",0.034574598,No,50.0,No
7504,"car_7402",0.0072141886,No,50.0,No
7505,"car_7403",0.25496614,No,50.0,No
7506,"car_7404",0.07462746,No,50.0,No
7507,"car_7405",0.06727341,No,50.0,No
7508,"car_7406",0.8961619,Yes,50.0,No
7509,"car_7407",0.021784067,No,50.0,No
7510,"car_7408",0.43346268,No,50.0,No
7511,"car_7409",0.8117391,Yes,50.0,No
7512,"car_7410",0.029946119,No,50.0,No
7513,"car_7411",0.10972896,No,50.0,No
7514,"car_7412",0.2463327,No,50.0,No
7515,"car_7413",0.26820236,No,50.0,No
7516,"car_7414",0.08294946,No,50.0,No
7517,"car_7415",0.097665995,No,50.0,No
7518,"car_7416",0.040408373,No,50.0,No
7519,"car_7417",0.30662656,No,50.0,No
7520,"car_7418",0.47335085,No,50.0,No
7521,"car_7419",0.13870516,No,50.0,No
7522,"car_7420",0.11500037,No,50.0,No
7523,"car_7421",0.072603345,No,50.0,No
7524,"car_7422",0.13561165,No,50.0,No
7525,"car_7423",0.035543025,No,50.0,No
7526,"car_7424",0.056028754,No,50.0,No
7527,"car_7425",0.5219317,Yes,50.0,No
7528,"car_7426",0.025073647,No,50.0,No
7529,"car_7427",0.09699571,No,50.0,No
7530,"car_7428",0.0553551,No,50.0,No
7531,"car_7429",0.051894873,No,50.0,Yes
7532,"car_7430",0.09932697,No,50.0,No
7533,"car_7431",0.52068913,Yes,50.0,No
7534,"car_7432",0.11621481,No,50.0,No
7535,"car_7433",0.09748465,No,50.0,No
7536,"car_7434",0.13268808,No,50.0,No
7537,"car_7435",0.04319778,No,50.0,No
7538,"car_7436",0.019501746,No,50.0,No
7539,"car_7437",0.042400807,No,50.0,No
7540,"car_7438",0.046896428,No,50.0,No
7541,"car_7439",0.13088804,No,50.0,No
7542,"car_7440",0.9769146,Yes,50.0,No
7543,"car_7441",0.18066686,No,50.0,No
7544,"car_7442",0.70610535,Yes,50.0,No
7545,"car_7443",0.0876416,No,50.0,No
7546,"car_7444",0.04233989,No,50.0,No
7547,"car_7445",0.029691428,No,50.0,No
7548,"car_7446",0.12772411,No,50.0,No
7549,"car_7447",0.07575309,No,50.0,No
7550,"car_7448",0.06750381,No,50.0,No
7551,"car_7449",0.33616364,No,50.0,No
7552,"car_7450",0.029129803,No,50.0,No
7553,"car_7451",0.056554705,No,50.0,No
7554,"car_7452",0.016102046,No,50.0,No
7555,"car_7453",0.16489926,No,50.0,No
7556,"car_7454",0.253699,No,50.0,No
7557,"car_7455",0.039667338,No,50.0,No
7558,"car_7456",0.0294846,No,50.0,No
7559,"car_7457",0.0860337,No,50.0,No
7560,"car_7458",0.014180332,No,50.0,No
7561,"car_7459",0.003802359,No,50.0,No
7562,"car_7460",0.050103903,No,50.0,No
7563,"car_7461",0.5252395,Yes,50.0,Yes
7564,"car_7462",0.0045310855,No,50.0,Yes
7565,"car_7463",0.037318796,No,50.0,No
7566,"car_7464",0.050286382,No,50.0,No
7567,"car_7465",0.011419326,No,50.0,No
7568,"car_7466",0.0015332699,No,50.0,No
7569,"car_7467",0.34868437,No,50.0,No
7570,"car_7468",0.007242292,No,50.0,No
7571,"car_7469",0.061491102,No,50.0,No
7572,"car_7470",0.017528176,No,50.0,No
7573,"car_7471",0.07748294,No,50.0,No
7574,"car_7472",0.6539523,Yes,50.0,Yes
7575,"car_7473",0.05608529,No,50.0,No
7576,"car_7474",0.011530399,No,50.0,No
7577,"car_7475",0.2562905,No,50.0,No
7578,"car_7476",0.029591858,No,50.0,No
7579,"car_7477",0.022489935,No,50.0,No
7580,"car_7478",0.07405424,No,50.0,No
7581,"car_7479",0.015286535,No,50.0,No
7582,"car_7480",0.041182697,No,50.0,No
7583,"car_7481",0.26421446,No,50.0,No
7584,"car_7482",0.087653786,No,50.0,No
7585,"car_7483",0.73409396,Yes,50.0,No
7586,"car_7484",0.03036192,No,50.0,No
7587,"car_7485",2.4594365e-05,No,50.0,No
7588,"car_7486",0.205389,No,50.0,No
7589,"car_7487",0.113684535,No,50.0,No
7590,"car_7488",0.30726784,No,50.0,No
7591,"car_7489",0.1079348,No,50.0,No
7592,"car_7490",0.08155301,No,50.0,No
7593,"car_7491",0.03883931,No,50.0,No
7594,"car_7492",0.054689527,No,50.0,No
7595,"car_7493",0.058133572,No,50.0,No
7596,"car_7494",0.71823674,Yes,50.0,No
7597,"car_7495",0.008517325,No,50.0,No
7598,"car_7496",0.10094252,No,50.0,No
7599,"car_7497",0.16301864,No,50.0,No
7600,"car_7498",0.039364725,No,50.0,No
7601,"car_7499",0.25046808,No,50.0,No
7602,"car_7500",0.054157764,No,50.0,No
7603,"car_7501",0.25100517,No,50.0,No
7604,"car_7502",0.037087828,No,50.0,No
7605,"car_7503",0.03999868,No,50.0,No
7606,"car_7504",0.041967988,No,50.0,No
7607,"car_7505",0.930104,Yes,50.0,No
